COD_MUNICIPIO_RES_7,ANIO_REGISTRO,MES_REGISTRO,TEMPERATURA,HUMEDAD_RELATIVA
2108207,2011,12,26.124,88.202
2108306,2012,9,29.676,69.658
2108306,2013,3,26.459,93.169
2108603,2010,11,28.91,76.333
2108900,2004,12,27.365,83.113
2110302,2006,7,27.195,54.073
2111763,2009,12,25.082,98.153
2112209,2003,1,25.64,95.145
2112209,2008,8,30.059,49.347
2112506,2007,5,26.558,90.355
2112506,2014,6,26.42,88.925
2113009,2007,3,25.356,96.573
2113009,2012,7,25.425,74.653
2114007,2004,8,27.713,71.145
2114007,2004,10,30.674,65.113
2202000,2005,5,-1031226088.413,88.661
2208403,2010,11,29.322,71.967
2211001,2010,11,29.042,71.967
2301109,2003,9,29.413,67.392
2400208,2007,10,29.738,65.677
2400208,2007,12,30.24,66.96
2400208,2009,11,30.047,68.925
2604106,2003,4,24.952,94.6
2604106,2012,12,27.294,79.919
2700300,2015,1,27.053,77.355
2800308,2010,8,23.219,88.734
2917201,2012,1,23.926,85.46
2927408,2006,6,22.296,90.258
2927408,2015,7,22.342,97.25
2931301,2011,8,22.317,85.113
3102001,2008,11,20.251,94.175
3102001,2014,3,21.049,95.71
3105608,2009,8,20.887,61.339
3108909,2005,7,17.367,80.339
3109709,2007,4,20.613,95.208
3121605,2015,1,22.398,92.226
3131703,2009,1,22.184,98.734
3133808,2012,9,22.621,53.75
3147402,2014,4,19.926,94.75
3147402,2014,9,23.26,51.092
3154606,2005,3,20.752,95.653
3154606,2008,10,23.486,65.363
3167202,2015,4,20.053,95.492
3170107,2015,6,20.116,77.508
3201308,2003,3,23.65,86.444
3201308,2008,10,23.663,87.75
3205002,2009,7,-1031226088.413,89.887
3302502,2003,10,21.618,87.823
3302502,2006,7,19.687,80.411
3303906,2006,8,21.457,80.476
3303906,2007,11,22.219,92.125
3304409,2006,9,21.383,70.1
3304409,2010,7,18.499,82.976
3304557,2008,4,-1032300282.255,94.233
3305752,2004,4,21.796,94.8
3506003,2004,9,25.359,48.725
3516200,2011,11,20.067,93.15
3517802,2011,2,24.852,94.92
3517802,2011,10,24.685,83.016
3520509,2009,5,19.52,90.653
3522505,2014,5,19.567,85.581
3524402,2003,11,21.693,92.167
3524402,2010,12,22.554,97.565
3535309,2011,5,20.006,82.871
3548500,2005,2,21.776,95.625
3550308,2004,8,18.614,63.629
3550308,2005,4,21.853,95.267
3550308,2014,12,22.938,94.266
3552205,2006,11,21.725,89.492
3552205,2008,3,21.911,97.54
3557105,2014,2,24.611,91.732
4104808,2004,6,16.2,91.267
4106506,2005,10,19.545,94.573
4106605,2004,4,21.29,95.992
4106605,2013,6,17.785,94.892
4106902,2006,8,17.963,69.25
4106902,2012,4,19.978,93.15
4106902,2013,5,17.86,89.927
4112504,2012,4,21.208,89.442
4113700,2004,12,21.217,94.339
4117909,2009,4,22.364,90.308
4202800,2005,7,15.499,88.903
4205407,2006,7,16.874,89.169
4304705,2008,7,14.2,87.532
4310108,2012,4,19.212,84.842
4310108,2015,6,15.928,88.367
4314803,2015,12,22.541,91.226
4314902,2003,10,18.952,89.194
4316600,2013,6,13.338,94.525
4318705,2012,1,21.612,91.185
4318705,2015,4,20.038,89.192
4321402,2005,6,17.816,94.775
4321402,2015,3,22.189,93.089
5100201,2006,5,23.018,72.621
5100201,2008,2,23.481,93.103
5100805,2008,5,23.899,96.153
5102504,2005,11,27.022,89.417
5103254,2005,11,25.593,98.3
5103353,2006,7,27.321,43.573
5103403,2013,7,24.569,50.629
5105150,2008,11,25.371,97.692
5105150,2014,7,26.53,55.29
5105259,2009,6,23.838,72.825
5105580,2007,4,24.223,96.358
5106158,2014,5,24.497,96.274
5106299,2003,3,24.003,97.815
5106299,2007,10,25.98,88.79
5106422,2005,8,30.985,34.427
5106422,2007,6,26.296,60.975
5106422,2011,5,23.92,90.677
5107305,2012,3,24.223,98.081
5107602,2005,7,23.126,52.435
5107602,2010,1,24.47,95.645
5107602,2011,3,24.002,97.177
5108055,2008,1,24.001,97.976
5108402,2012,7,24.179,49.508
5108501,2012,2,22.821,94.069
5108501,2014,5,23.896,89.685
5108501,2015,2,24.057,97.009
5108907,2012,6,23.863,81.742
5218003,2004,8,24.74,31.403
5218904,2007,9,28.508,33.8
5218904,2007,10,28.034,57.04
1100023,2009,11,25.449,97.667
1100023,2013,2,24.753,100.509
1100031,2009,12,24.823,100.565
1100031,2011,6,23.037,72.758
1100064,2009,2,25.002,98.536
1100064,2010,9,29.549,60.2
1100122,2014,1,24.77,101.065
1100205,2005,6,25.496,90.433
1100205,2010,9,27.243,84.175
1100288,2007,12,24.215,95.734
1100288,2015,2,24.156,98.286
1100304,2003,12,25.013,98.54
1100304,2006,4,24.389,97.208
1100320,2005,7,24.003,58.952
1100346,2007,5,23.872,90.879
1100601,2005,9,26.749,69.783
1100601,2012,5,23.886,96.79
1100809,2006,11,26.362,95.258
1100924,2003,4,24.415,97.408
1100940,2008,11,26.288,97.7
1101401,2006,10,25.231,94.548
1101708,2009,1,25.041,99.065
1200104,2014,11,26.895,90.633
1200179,2011,2,25.283,96.598
1200203,2005,12,26.151,90.476
1200203,2013,11,26.435,92.992
1200203,2015,5,25.735,95.081
1200302,2010,8,27.898,74.516
1200336,2009,10,26.106,88.798
1200393,2004,6,24.532,83.958
1200427,2012,3,25.506,96.661
1200500,2008,10,25.676,87.008
1200609,2006,1,26.19,97.863
1300144,2004,3,24.905,99.452
1300201,2010,11,26.373,97.633
1300631,2007,12,26.183,97.637
1300839,2010,11,26.881,97.708
1301001,2010,10,27.597,80.274
1301100,2013,9,26.023,90.008
1301506,2006,2,24.405,96.42
1301654,2013,11,26.144,92.992
1301704,2014,7,25.5,83.242
1301852,2014,9,26.067,92.008
1302405,2004,2,25.442,90.371
1302405,2006,7,26.184,78.161
1302504,2012,5,25.98,96.452
1302801,2009,6,24.76,98.6
1303106,2006,5,25.672,95.54
1303205,2005,7,26.24,92.694
1303205,2011,11,26.732,97.108
1303809,2008,1,24.762,97.806
1303908,2008,3,25.936,97.694
1303908,2010,7,25.653,99.565
1303908,2011,2,26.273,99.098
1303908,2015,4,26.508,99.975
1303957,2011,6,25.452,96.458
1304062,2011,1,26.219,98.613
1304203,2011,1,24.444,98.419
1304260,2008,1,24.228,98.855
1400027,2011,12,23.928,89.831
1400050,2004,11,23.357,95.792
1400175,2004,1,24.551,95.371
1400175,2004,9,24.368,95.967
1400175,2008,11,24.958,93.133
1400233,2006,4,24.591,100.242
1400282,2008,11,24.384,93.133
1400407,2007,12,23.818,94.21
1400704,2011,7,23.385,96.024
1400704,2012,3,24.189,88.984
1500602,2003,2,25.278,101.259
1500602,2006,11,26.527,87.008
1500909,2009,3,25.849,93.661
1501402,2009,4,25.832,100.975
1501709,2011,12,28.254,80.169
1501709,2013,9,27.474,81.25
1501782,2008,4,25.174,99.792
1501782,2014,12,25.853,99.339
1501808,2003,4,25.779,99.175
1501808,2008,2,24.545,95.164
1502103,2006,3,25.357,99.242
1502202,2006,3,25.994,93.323
1502202,2007,7,26.118,84.694
1502707,2011,10,26.382,93.0
1503077,2008,2,24.331,95.517
1503077,2009,12,26.302,90.298
1503093,2013,9,25.3,96.692
1503093,2013,11,24.855,100.325
1503093,2015,9,29.877,66.775
1503457,2006,5,25.281,98.613
1503457,2010,4,26.234,100.35
1503457,2015,2,25.356,98.42
1503606,2013,2,25.869,100.473
1503705,2008,8,28.026,66.718
1503804,2008,10,25.931,96.282
1503804,2009,8,26.535,79.847
1503804,2010,11,25.475,100.758
1504000,2010,4,26.747,99.45
1504208,2011,1,24.95,99.516
1504422,2006,1,25.877,97.065
1504422,2006,2,25.959,98.518
1505031,2012,2,23.984,96.284
1505031,2013,12,25.121,99.605
1505205,2006,2,25.721,98.446
1505205,2006,10,31.279,56.645
1505205,2010,5,26.481,98.065
1505536,2005,7,27.207,70.355
1505536,2010,3,25.416,98.952
1505536,2011,11,24.788,99.108
1505700,2013,3,26.141,97.935
1505809,2006,2,25.721,98.446
1505809,2009,4,25.542,100.042
1506005,2003,7,24.621,93.992
1506138,2008,10,27.305,82.613
1507102,2008,12,26.222,88.435
1507102,2015,1,25.722,89.452
1507151,2010,8,27.923,55.758
1507300,2005,3,24.381,99.419
1507508,2007,8,27.436,64.169
1507508,2008,10,25.931,96.282
1507953,2003,2,25.291,100.196
1507953,2007,7,25.098,95.734
1508001,2010,8,26.039,87.403
1508159,2012,1,25.132,98.54
1508407,2010,11,25.185,97.592
1600154,2006,9,25.205,89.417
1600154,2008,8,24.433,96.895
1600402,2012,8,25.912,96.097
1600501,2010,10,28.126,83.758
1600501,2012,2,24.435,93.716
1600535,2012,12,27.44,85.315
1600808,2006,5,25.119,100.29
1702208,2004,7,24.832,76.371
1709500,2012,11,24.994,96.892
2100055,2014,8,26.758,67.669
2101608,2007,3,25.356,96.573
2101772,2006,12,27.154,80.734
2101772,2014,12,27.981,78.468
2103000,2004,6,25.236,75.4
2103174,2003,7,24.73,74.935
2103174,2006,1,25.367,90.782
2103174,2011,5,25.672,93.177
2105005,2013,9,29.56,73.217
2105005,2014,6,26.42,88.925
2105302,2004,5,24.766,97.258
2105401,2004,8,27.713,71.145
2105450,2010,8,29.128,45.25
2106326,2004,12,28.031,69.484
2106326,2010,1,25.486,92.21
2108207,2004,12,27.365,83.113
2108603,2012,10,30.18,68.468
2110302,2009,4,25.574,99.075
2111763,2014,11,25.766,95.533
2112506,2013,1,26.351,89.516
2113009,2004,6,24.515,78.033
2113009,2006,9,31.478,43.617
2114007,2007,1,26.304,86.984
2208403,2003,4,25.43,95.825
2208403,2010,12,26.724,88.694
2211001,2004,6,25.236,75.4
2211001,2008,5,25.501,90.919
2301109,2004,4,27.589,85.658
2301109,2010,11,30.524,66.425
2304400,2012,2,-999000273.15,81.267
2400208,2014,6,27.651,83.125
2403251,2010,7,24.412,90.911
2403251,2010,12,28.44,81.169
2504009,2007,12,28.441,78.0
2504009,2011,6,24.7,97.842
2600054,2004,5,24.805,95.823
2601102,2007,12,26.292,61.734
2601102,2015,1,25.721,64.024
2604106,2004,5,24.805,95.823
2604106,2014,3,24.757,94.629
2700300,2007,4,25.898,87.942
2800308,2007,4,25.898,87.942
2801207,2003,12,28.086,70.766
2801207,2007,2,26.74,85.554
2801207,2014,4,25.597,91.492
2917201,2003,6,21.386,70.717
2917201,2010,7,20.619,74.677
2920452,2010,3,24.029,95.468
2929305,2011,12,25.912,78.605
2931301,2004,9,23.172,79.567
2931301,2005,9,24.114,78.2
3105608,2012,12,23.873,94.718
3108909,2007,11,20.633,94.008
3109006,2003,4,19.908,91.617
3121605,2003,2,22.082,90.223
3121605,2015,12,23.312,87.056
3131307,2007,2,21.814,96.205
3131703,2010,3,22.164,98.379
3131703,2010,11,21.31,98.833
3133808,2010,6,16.219,69.383
3133808,2013,12,21.387,99.46
3136702,2003,5,20.112,86.129
3136702,2013,6,20.754,87.225
3147402,2011,7,17.6,60.371
3154606,2011,3,20.908,97.968
3154606,2012,8,19.248,60.169
3170404,2013,8,23.621,48.782
3200607,2009,3,-1031226088.413,93.282
3201308,2012,4,23.019,90.925
3201308,2012,9,22.869,85.017
3205002,2006,8,-1031226088.413,85.411
3302502,2015,7,21.143,83.766
3304409,2010,9,21.804,71.833
3304557,2003,7,-1031226088.413,82.895
3304557,2012,4,-1032300282.255,93.642
3305752,2008,3,22.635,94.806
3306305,2015,7,19.28,78.185
3506003,2004,12,22.07,94.339
3522505,2007,9,21.73,61.942
3522505,2010,2,24.418,95.33
3523701,2012,3,20.928,94.04
3526407,2003,10,20.916,77.484
3526407,2013,9,20.549,67.692
3529005,2007,4,23.28,92.367
3535309,2003,2,24.71,93.536
3552205,2007,11,21.252,92.958
3557105,2004,5,20.734,90.645
3557105,2012,10,27.383,64.815
4106506,2010,9,18.626,73.833
4108304,2014,12,23.813,92.71
4109401,2003,8,13.196,69.565
4109401,2004,8,14.582,76.282
4109401,2014,3,20.302,93.726
4115200,2014,4,21.13,94.025
4121257,2011,6,15.618,89.592
4121257,2012,6,16.581,92.867
4202800,2010,9,17.964,89.733
4202800,2012,4,19.741,92.7
4205407,2010,9,17.964,92.133
4210100,2012,3,20.234,90.581
4304705,2007,7,10.683,88.056
4310108,2012,1,21.612,91.185
4314803,2015,2,22.818,94.536
4314902,2009,5,17.719,88.984
4316600,2006,2,20.705,96.5
4318705,2012,9,17.72,86.008
4321402,2008,7,16.581,88.032
5002704,2007,5,20.559,85.524
5007901,2008,1,24.344,96.694
5008305,2011,11,23.968,83.85
5008305,2013,6,21.433,93.958
5100250,2008,4,23.728,97.408
5101258,2004,3,25.392,96.726
5103254,2010,12,25.123,99.694
5103254,2015,5,24.956,98.145
5103403,2007,2,25.579,94.536
5105150,2006,9,28.389,50.983
5105150,2009,9,25.311,92.725
5105259,2008,11,24.446,95.45
5105580,2012,10,26.284,89.242
5105580,2013,9,29.588,60.883
5106158,2009,5,24.227,97.992
5106299,2005,12,24.137,96.565
5106299,2009,11,24.789,96.717
5106299,2013,8,28.85,39.548
5107305,2012,8,27.468,34.282
5107909,2005,4,23.565,94.125
5107909,2010,5,23.323,86.968
5107925,2003,1,24.017,96.29
5108055,2011,6,25.664,68.408
5108402,2007,7,23.897,53.298
5108402,2014,9,30.264,62.492
5108501,2005,9,29.806,42.192
5204508,2007,12,23.079,95.194
5204508,2014,3,22.895,96.952
5204508,2015,9,27.18,47.442
5208707,2004,5,21.566,89.468
5218003,2010,9,28.243,31.975
5218904,2007,3,23.898,92.024
5220454,2014,3,22.581,95.556
1100023,2005,10,25.465,96.629
1100031,2004,9,28.735,47.667
1100031,2004,12,24.965,100.516
1100114,2006,8,28.891,60.911
1100122,2008,12,24.956,98.831
1100130,2011,8,26.647,75.306
1100288,2003,4,23.61,95.417
1100304,2013,4,24.372,98.625
1100338,2008,2,23.588,95.06
1100338,2009,4,24.484,100.042
1100924,2012,6,23.776,86.0
1101401,2003,4,24.279,98.358
1101401,2006,1,24.451,98.806
1101401,2006,6,24.104,77.708
1101708,2008,11,25.657,97.7
1200013,2005,6,24.564,86.3
1200179,2009,4,24.959,98.608
1200302,2006,11,27.818,88.983
1200336,2007,11,25.833,90.025
1200351,2003,5,24.76,98.726
1200351,2006,2,26.394,98.161
1200393,2004,3,25.83,93.524
1200393,2008,10,26.229,88.798
1200393,2009,10,26.588,88.798
1200393,2014,2,26.155,96.83
1200427,2004,3,25.83,93.524
1200450,2014,11,26.005,90.633
1200500,2013,9,25.502,81.85
1200500,2015,2,24.69,97.866
1300102,2006,9,26.742,85.067
1300201,2014,7,25.236,99.677
1300300,2007,4,26.086,98.9
1300409,2007,7,25.579,93.274
1300508,2003,10,25.8,97.823
1300508,2003,12,25.498,97.226
1300839,2006,9,26.742,93.392
1300839,2010,7,26.407,93.742
1300839,2013,5,26.661,97.895
1301001,2014,7,26.261,85.895
1301001,2015,10,27.894,79.532
1301704,2010,5,26.105,95.379
1301902,2013,9,25.537,94.35
1301902,2014,8,25.396,91.427
1302207,2006,4,24.677,98.217
1302306,2006,2,26.423,95.027
1302405,2014,2,26.4,96.679
1302405,2014,7,25.408,86.597
1302702,2005,3,26.097,99.008
1302801,2015,12,25.715,97.379
1303106,2008,8,25.866,92.04
1303106,2011,8,26.187,86.806
1303106,2014,9,26.266,90.225
1303205,2005,3,26.852,99.387
1303502,2004,11,25.471,95.942
1303536,2011,1,25.629,99.782
1303569,2008,7,25.775,90.984
1303809,2011,9,25.474,94.383
1304062,2011,7,25.581,97.629
1304062,2012,7,25.222,97.516
1304104,2009,8,25.04,93.645
1304104,2012,11,26.13,95.283
1400027,2011,3,25.27,84.016
1400050,2004,3,24.13,93.282
1400175,2003,11,24.577,97.6
1400233,2013,2,24.95,100.759
1400282,2013,11,23.42,92.942
1400407,2010,12,23.942,93.056
1400456,2014,11,23.788,90.942
1500602,2013,1,25.606,97.169
1500701,2011,3,25.581,96.0
1500701,2015,5,26.178,92.573
1500859,2004,3,25.749,101.25
1501105,2009,11,30.852,71.408
1501105,2010,6,26.292,94.267
1501402,2008,6,25.78,99.45
1501501,2008,6,25.78,99.45
1501501,2011,10,28.102,78.105
1501709,2006,1,26.023,91.355
1501725,2011,6,25.437,96.267
1502400,2015,9,29.738,69.442
1502509,2003,2,25.591,98.83
1502707,2005,6,26.365,66.758
1502756,2006,7,25.002,86.677
1502772,2005,7,27.696,70.355
1503093,2003,6,25.087,92.517
1503093,2008,7,25.325,72.589
1503457,2003,8,25.665,86.927
1503606,2004,4,25.674,101.283
1503606,2015,2,25.609,99.83
1503705,2005,4,25.515,97.792
1503705,2005,8,28.64,62.387
1503705,2006,6,24.756,80.508
1503804,2014,12,25.037,99.339
1504000,2013,5,26.24,97.29
1504000,2013,12,26.331,96.645
1504208,2007,11,24.905,98.692
1504505,2007,11,25.528,96.383
1505486,2007,5,25.543,95.468
1505486,2010,1,25.372,100.056
1505700,2011,1,25.739,98.742
1505809,2006,9,30.387,60.592
1505809,2009,10,28.027,70.282
1505908,2006,12,26.202,92.911
1506708,2012,8,29.095,34.097
1506807,2010,6,25.733,94.75
1507300,2013,3,24.624,99.685
1507458,2003,1,24.891,96.927
1507508,2012,5,25.128,97.145
1507953,2010,4,26.224,99.45
1508100,2013,7,24.935,96.403
1508159,2009,1,25.123,100.137
1508308,2006,2,26.113,88.946
1508407,2008,2,23.909,96.19
1508407,2014,5,24.86,96.766
1508407,2015,2,24.866,99.884
1600501,2004,5,25.968,95.266
1600501,2014,5,26.16,93.089
1600535,2008,5,25.855,100.355
1600535,2014,2,25.887,100.741
1600600,2015,12,28.461,82.073
1702109,2011,12,24.764,99.153
1703800,2007,10,26.461,72.484
1703800,2010,6,25.281,88.433
1705508,2010,6,25.884,69.808
2101251,2014,1,25.735,91.815
2101608,2003,3,25.299,98.339
2101608,2012,2,24.35,94.629
2101772,2014,9,29.461,68.8
2102150,2008,10,30.833,52.823
2102150,2014,12,26.198,86.129
2103208,2011,10,30.033,72.605
2103604,2005,3,25.919,96.516
2103604,2007,2,25.653,96.545
2103604,2007,12,25.486,96.21
2105302,2005,11,27.587,82.508
2105450,2004,4,24.724,98.075
2105450,2009,8,29.265,56.718
2105476,2014,10,29.161,63.823
2105500,2004,1,24.991,99.25
2107506,2011,12,28.147,76.508
2107506,2015,1,25.831,89.702
2108306,2004,6,25.342,85.85
2110302,2015,4,25.603,97.817
2111763,2011,3,24.91,98.339
2111763,2011,12,24.951,96.734
2112308,2015,2,25.506,98.125
2112506,2004,8,28.721,72.524
2113009,2008,2,24.49,94.612
2203701,2015,7,26.947,67.669
2208403,2003,7,27.218,57.411
2208403,2007,8,29.032,48.137
2211001,2007,9,31.534,44.067
2301109,2005,7,28.07,72.476
2304400,2008,3,-1031226088.413,85.419
2403251,2012,12,28.304,82.847
2408102,2004,4,25.499,87.15
2600054,2010,6,24.819,96.442
2609600,2003,4,24.952,94.6
2609600,2007,5,24.586,97.556
2609600,2008,1,26.048,85.532
2801207,2007,6,24.243,94.167
2801207,2008,8,22.943,91.46
2920452,2015,4,23.928,94.0
2929305,2005,5,24.012,85.137
2929305,2008,5,23.644,86.548
2929305,2010,9,22.853,84.417
2929305,2013,7,22.411,93.96
2931301,2008,8,22.032,82.266
2931301,2011,10,24.539,84.21
3102001,2013,5,18.609,80.758
3106200,2008,7,18.142,58.677
3106200,2010,8,19.587,51.395
3106200,2011,7,18.786,60.371
3108909,2007,8,19.687,71.185
3109006,2014,12,21.052,94.863
3109709,2004,2,20.129,93.879
3109709,2010,7,18.499,82.976
3109709,2013,3,21.501,95.782
3109709,2014,3,21.267,96.524
3115300,2008,6,19.2,88.3
3131703,2004,12,21.702,97.847
3131703,2009,2,22.289,98.125
3136702,2011,3,22.696,97.621
3151800,2015,6,17.455,82.275
3167202,2008,6,17.838,72.5
3170107,2007,1,23.932,96.605
3200136,2005,8,21.517,86.524
3200136,2011,12,22.876,95.371
3200607,2008,12,-1031226088.413,93.726
3200607,2011,2,-1034678854.334,91.455
3200607,2013,1,-1031226088.413,90.516
3200607,2015,7,-1031226088.413,89.847
3201308,2003,10,22.929,84.54
3205002,2008,12,-1031226088.413,93.726
3205002,2012,5,-1031226088.413,93.927
3302502,2007,10,22.71,86.306
3302502,2012,10,23.3,81.847
3305109,2006,10,21.82,87.161
3306305,2010,5,18.22,89.25
3506003,2003,12,23.13,94.411
3506003,2007,1,23.431,97.524
3516200,2011,5,18.412,84.435
3520509,2014,8,19.01,64.371
3520509,2014,11,22.198,91.467
3523701,2006,2,21.932,95.554
3525904,2003,12,22.533,95.056
3526407,2014,6,18.179,80.1
3529005,2009,4,22.36,90.517
3538709,2006,10,20.836,86.903
3547809,2010,10,19.932,86.105
3548500,2012,7,17.722,85.903
3549102,2015,1,22.686,93.621
3549102,2015,2,21.761,97.045
3550308,2006,12,22.722,96.274
3552205,2014,7,17.64,77.387
3557105,2004,11,25.454,84.708
4105904,2014,2,24.321,89.518
4106605,2013,10,20.924,86.645
4109401,2014,6,15.092,92.267
4112504,2006,7,18.337,73.435
4121257,2011,10,21.581,84.218
4205407,2007,3,23.488,97.145
4210100,2014,12,21.319,94.952
4304705,2004,1,20.528,94.758
4310108,2007,4,21.016,91.492
4310108,2012,2,23.092,86.905
4314803,2006,5,15.216,90.508
4316600,2003,8,11.273,81.75
4318705,2015,7,16.235,93.355
5007901,2007,1,24.983,93.952
5007901,2015,11,25.724,92.8
5008305,2011,6,19.18,75.15
5008305,2015,9,27.323,57.433
5100250,2006,10,25.658,83.903
5102504,2013,11,25.695,96.792
5102504,2014,8,27.837,39.669
5103254,2004,12,25.408,98.492
5103304,2007,9,29.467,48.775
5103304,2007,10,26.122,89.855
5103304,2009,1,24.333,98.081
5103403,2015,6,24.626,68.583
5104542,2003,9,28.834,52.458
5105150,2006,5,23.487,81.992
5105176,2015,2,24.804,99.036
5105259,2004,5,22.664,89.355
5105259,2009,3,23.942,97.177
5108055,2003,5,23.853,92.702
5108055,2012,8,28.861,32.5
5108402,2010,6,24.743,58.483
5108907,2004,11,24.88,95.833
5108907,2005,8,29.498,33.694
5108907,2011,5,23.271,88.573
5108907,2014,11,24.292,97.4
5208707,2008,9,26.59,40.783
5208707,2009,5,21.046,85.371
5218904,2010,2,24.743,93.063
5221858,2011,11,22.017,93.075
1100031,2003,3,24.429,99.605
1100031,2005,9,26.704,52.958
1100031,2007,6,24.16,66.0
1100064,2015,11,25.749,98.533
1100122,2015,10,25.969,96.452
1100189,2010,2,25.165,99.75
1100205,2004,9,26.624,79.225
1100205,2010,1,26.399,98.29
1100205,2012,3,25.888,99.403
1100288,2006,11,24.949,84.692
1100338,2004,10,26.465,88.548
1100601,2009,8,24.873,84.129
1100809,2006,2,26.338,99.348
1100809,2007,5,25.224,95.798
1101401,2006,8,26.875,60.911
1101401,2014,6,24.098,88.825
1200104,2011,7,25.717,85.548
1200104,2012,6,24.986,89.933
1200336,2013,1,25.878,95.766
1200393,2009,7,25.385,88.226
1200401,2005,11,26.84,87.5
1300029,2004,9,24.96,93.492
1300201,2003,8,25.134,94.298
1300201,2011,12,26.461,99.355
1300409,2006,5,25.631,97.798
1300508,2010,5,26.162,99.589
1300508,2014,12,25.904,95.258
1300607,2005,6,25.65,99.175
1300706,2014,2,24.795,98.759
1300805,2004,11,26.274,95.792
1301100,2006,2,26.09,96.643
1301902,2004,5,25.268,99.847
1301902,2005,12,25.435,98.419
1301902,2011,3,25.194,98.879
1301902,2012,4,25.515,99.192
1302207,2013,5,24.762,98.79
1302405,2006,10,26.913,92.702
1302405,2015,3,26.531,95.056
1302504,2008,9,26.022,94.3
1302603,2006,7,25.927,92.073
1302603,2008,11,26.077,98.283
1302702,2015,12,26.64,95.169
1302801,2006,1,24.988,98.589
1303106,2003,12,25.993,94.097
1303106,2006,4,25.937,97.267
1303106,2006,11,26.253,95.433
1303106,2010,12,26.057,97.476
1303569,2008,3,25.417,98.919
1303601,2013,8,24.714,98.831
1303908,2015,6,25.928,98.667
1303957,2011,3,25.194,98.879
1304237,2003,8,25.535,92.435
1304260,2010,11,24.968,97.508
1400027,2006,3,24.699,88.234
1400050,2008,3,24.86,83.944
1400100,2003,4,25.074,95.075
1400175,2008,4,24.914,93.017
1400233,2013,9,24.776,95.925
1400456,2014,10,23.456,89.105
1400704,2006,10,24.261,92.944
1400704,2007,4,24.924,91.533
1400704,2011,1,24.056,88.895
1500107,2011,10,28.102,89.274
1500107,2012,2,24.686,95.069
1500602,2014,6,25.624,97.917
1500602,2015,2,25.391,99.214
1500701,2012,5,25.863,92.516
1500701,2015,6,26.102,88.233
1500859,2011,3,25.556,98.782
1501105,2015,6,26.102,94.283
1501709,2006,2,26.113,93.455
1501709,2008,4,25.906,93.592
1501725,2006,2,25.469,99.652
1501782,2005,12,25.537,97.371
1501907,2015,3,25.927,99.798
1502202,2006,11,28.988,77.308
1502202,2010,1,26.166,92.234
1502400,2003,5,25.773,98.758
1502400,2009,7,25.883,97.242
1502509,2009,4,25.653,96.858
1502756,2012,3,25.174,99.185
1502806,2009,12,26.836,93.185
1502806,2011,10,26.837,89.274
1503077,2003,10,27.72,76.702
1503077,2003,12,25.101,97.734
1503093,2005,8,28.64,62.387
1503093,2008,8,28.026,66.718
1503457,2010,5,26.301,99.04
1503705,2013,8,25.631,91.024
1505031,2009,7,25.432,82.379
1505064,2012,3,25.069,99.395
1505486,2004,6,24.959,90.042
1505486,2012,4,25.454,98.933
1505700,2007,8,26.142,91.242
1505700,2007,11,26.227,96.383
1506005,2003,10,26.371,94.105
1506005,2011,10,25.498,95.992
1506807,2003,6,25.012,95.7
1506807,2008,6,25.131,95.967
1506807,2009,11,27.422,82.35
1506807,2010,8,26.389,91.54
1507300,2003,6,24.288,81.558
1507300,2008,1,23.891,99.121
1507300,2015,7,25.914,68.194
1507508,2008,7,25.325,72.589
1507953,2004,1,25.451,98.911
1508001,2015,11,29.764,63.925
1508100,2003,10,26.49,92.629
1508159,2004,3,25.433,102.081
1508159,2006,11,26.135,87.008
1508159,2008,12,25.155,99.266
1508308,2007,8,26.981,77.879
1508308,2009,6,26.024,85.492
1508407,2003,1,24.877,97.976
1600154,2004,7,23.916,98.71
1600303,2015,12,27.757,82.073
1600402,2011,1,25.476,99.871
1600535,2004,10,27.225,88.355
1600600,2003,6,25.515,89.617
1600808,2003,2,25.095,101.33
1702208,2010,1,25.146,98.694
1702208,2010,7,25.614,75.952
1702208,2012,3,24.955,98.508
1703800,2004,11,25.515,89.833
1705508,2014,1,24.332,98.798
2101251,2006,6,25.632,79.925
2101251,2008,9,30.669,66.158
2101251,2015,1,25.831,89.702
2101608,2005,5,25.252,89.742
2101772,2014,7,25.923,82.831
2101970,2005,9,29.731,62.867
2103174,2004,4,25.54,93.6
2103208,2010,10,30.898,70.605
2104628,2004,5,25.281,93.403
2104628,2006,1,25.602,97.516
2105005,2010,2,26.943,90.563
2105005,2015,2,26.223,91.268
2105104,2008,7,28.148,70.282
2105104,2008,12,27.937,85.734
2105302,2010,12,24.853,97.944
2105427,2004,7,24.699,76.371
2105427,2011,3,24.91,98.339
2105427,2012,6,24.33,96.542
2105476,2004,5,25.281,93.403
2105500,2007,5,24.805,94.347
2107407,2003,10,31.398,48.879
2107407,2004,12,27.365,83.113
2107506,2015,10,31.289,65.718
2107605,2003,3,25.951,95.226
2107605,2003,11,28.12,77.475
2107605,2005,7,26.983,70.194
2107605,2009,4,26.216,95.983
2107605,2014,5,26.431,94.839
2108058,2013,9,29.56,73.217
2108207,2004,8,28.375,50.976
2108207,2010,10,31.214,55.839
2108306,2008,11,29.868,70.558
2108306,2011,9,29.567,69.675
2108603,2005,11,30.761,66.242
2108603,2012,8,27.299,69.444
2109601,2005,5,26.219,90.153
2109601,2005,11,30.761,66.242
2109601,2011,7,25.922,81.54
