COD_MUNICIPIO_RES_7,ANIO_REGISTRO,MES_REGISTRO,TEMPERATURA,HUMEDAD_RELATIVA
5221858,2014,4,22.361,97.133
1100023,2013,6,24.212,93.175
1100064,2004,10,26.777,82.081
1100064,2006,1,24.791,97.976
1100189,2005,6,23.393,71.233
1100189,2015,8,27.377,47.065
1100288,2008,6,22.116,84.208
1100288,2011,10,25.035,81.589
1100304,2009,1,24.896,98.081
1100338,2010,6,23.929,88.25
1100809,2006,7,26.505,69.435
1100809,2006,8,28.061,60.911
1101708,2004,5,23.525,97.895
1200104,2011,11,26.392,92.375
1200203,2007,1,26.465,94.363
1200203,2007,7,25.271,82.306
1200203,2013,3,26.426,95.766
1200302,2005,9,28.216,73.783
1200393,2010,7,25.329,84.637
1200401,2003,11,26.304,89.625
1200401,2008,12,25.201,96.581
1200427,2011,9,26.635,85.658
1200450,2005,2,25.205,97.964
1200450,2010,4,25.119,94.517
1200450,2015,2,25.413,97.866
1200500,2010,4,24.543,94.517
1200609,2005,5,25.676,96.669
1300029,2009,2,24.428,99.652
1300102,2007,2,26.633,88.92
1300144,2012,2,24.014,95.845
1300300,2009,12,26.028,98.5
1300409,2006,6,25.774,95.808
1300409,2008,1,25.468,96.629
1300409,2015,5,26.188,97.484
1300508,2007,10,25.469,95.742
1300508,2008,7,25.175,94.419
1300607,2006,8,25.736,94.363
1300607,2013,2,26.459,101.188
1300805,2008,1,25.654,96.46
1301001,2004,7,25.995,82.089
1301001,2014,2,27.22,87.179
1301100,2009,8,26.097,89.823
1301100,2009,9,26.49,88.258
1301100,2011,6,26.113,91.617
1301654,2010,9,26.852,85.017
1301852,2014,6,26.118,95.117
1302306,2005,4,26.529,96.567
1302405,2009,7,25.662,88.508
1302405,2010,9,27.115,86.142
1302801,2004,10,25.389,94.419
1302801,2010,7,24.72,96.137
1303304,2007,1,26.256,94.831
1303304,2015,2,26.091,97.232
1303502,2003,2,24.704,98.884
1303536,2013,5,26.049,97.895
1303957,2014,9,25.463,91.867
1304104,2005,3,25.49,99.008
1304203,2005,8,24.602,92.516
1304203,2012,6,24.373,97.483
1304237,2010,5,26.568,96.282
1304260,2009,10,25.073,95.935
1304260,2012,6,24.373,97.483
1400050,2006,12,24.649,85.065
1400050,2008,8,23.21,95.129
1400100,2011,12,24.951,90.427
1400159,2008,9,24.45,96.125
1400159,2009,2,24.836,92.884
1400233,2014,11,25.069,99.058
1400472,2005,3,24.858,100.919
1400506,2012,8,24.874,93.919
1500107,2005,10,29.494,80.226
1500107,2006,9,30.223,60.592
1500107,2015,1,25.722,96.565
1500305,2003,3,25.59,97.702
1500602,2007,3,25.115,100.177
1501782,2003,9,25.782,81.942
1501782,2004,10,26.942,91.395
1501808,2013,7,25.61,94.798
1501907,2009,1,25.746,98.718
1502400,2010,10,29.849,65.605
1502400,2014,12,27.483,87.274
1502707,2011,2,24.778,100.357
1502772,2010,11,25.322,100.758
1503077,2010,11,27.155,86.425
1503457,2005,4,25.73,99.175
1503457,2007,9,28.336,71.1
1503457,2013,4,25.806,99.3
1503606,2003,8,26.147,91.411
1503804,2004,8,26.598,74.726
1503804,2008,2,24.088,96.414
1503804,2014,4,25.214,99.917
1504000,2004,8,25.789,93.016
1504000,2011,10,28.102,89.274
1504208,2011,5,25.327,97.484
1505205,2007,5,25.903,97.806
1505205,2011,4,25.797,99.325
1505486,2014,8,25.863,80.089
1505502,2009,1,25.23,98.718
1505536,2012,2,23.696,96.164
1505809,2008,8,25.755,94.911
1506005,2006,2,25.237,99.652
1506138,2004,1,24.685,99.597
1506138,2011,9,31.089,48.058
1506807,2012,1,25.132,98.589
1507102,2013,9,26.506,81.25
1507300,2009,3,24.149,99.04
1507300,2011,3,24.107,99.121
1508001,2013,4,25.759,99.3
1508001,2015,10,30.969,60.508
1508159,2008,3,24.974,99.685
1508308,2009,2,25.887,89.607
1508308,2012,2,24.826,84.655
1508407,2007,2,24.869,99.045
1600279,2006,3,25.051,101.048
1600279,2012,8,25.172,96.097
1600303,2007,5,26.242,94.758
1600402,2007,3,25.431,101.081
1600535,2005,5,26.216,99.887
1600535,2007,5,26.242,100.274
1600808,2008,9,24.825,96.533
1600808,2014,9,26.601,80.9
1702208,2008,2,24.088,95.655
1703206,2003,3,24.748,99.032
1703206,2005,4,25.102,96.033
1703206,2015,10,30.723,65.54
1703800,2004,10,27.289,69.927
1709500,2006,12,24.983,91.919
1709500,2007,11,25.375,90.958
2100055,2009,3,24.86,99.685
2100055,2014,6,24.763,92.342
2101608,2008,10,30.833,52.823
2101772,2004,1,26.345,92.177
2101970,2010,5,27.074,99.04
2102150,2013,5,25.663,95.556
2102705,2003,8,28.421,69.04
2102705,2011,5,26.409,93.177
2103000,2005,8,30.005,46.613
2103174,2003,6,25.032,88.358
2103174,2011,4,25.614,94.442
2103174,2012,5,25.293,92.04
2103174,2013,1,25.595,91.879
2103174,2014,7,25.086,82.831
2104628,2013,2,25.745,98.152
2105104,2005,11,30.719,66.242
2105401,2012,7,25.821,87.419
2105427,2015,9,30.051,59.433
2105427,2015,11,26.793,88.6
2105450,2005,4,25.006,96.483
2105476,2015,2,25.506,98.125
2106904,2010,3,26.783,91.25
2106904,2015,4,26.327,93.45
2107506,2015,6,26.12,88.267
2107605,2013,9,27.543,79.05
2108058,2003,4,26.384,91.375
2108058,2014,9,30.267,69.75
2108207,2011,5,25.489,93.395
2108207,2014,8,28.337,54.0
2108306,2010,6,26.392,86.958
2110302,2010,7,26.612,65.145
2111300,2007,9,30.933,59.05
2111763,2005,3,25.246,98.468
2112209,2003,10,32.424,45.427
2112308,2009,11,28.725,69.308
2112506,2008,7,28.148,70.935
2112506,2012,9,30.136,70.175
2114007,2012,8,27.299,69.444
2203701,2012,8,28.98,47.944
2208403,2012,9,30.359,47.433
2301109,2008,8,28.206,72.879
2400208,2007,5,26.93,86.919
2400208,2013,2,29.331,74.143
2408102,2003,10,27.295,82.944
2408102,2010,8,24.858,87.25
2408102,2015,9,26.607,84.508
2414100,2008,1,27.44,72.71
2601102,2008,1,25.026,71.556
2604106,2014,7,23.929,98.29
2609600,2015,7,24.11,98.605
2700300,2014,9,24.715,85.625
2801207,2015,11,28.332,69.3
2917201,2014,8,21.587,66.355
2927408,2003,4,25.311,87.4
2927408,2012,11,25.448,85.75
2929305,2004,12,26.858,68.306
2931301,2012,7,21.168,91.024
3102001,2010,2,22.541,95.214
3102605,2011,4,19.948,97.125
3102605,2012,6,17.687,92.575
3105608,2013,11,21.751,93.308
3106705,2010,7,18.434,68.855
3115300,2005,10,24.079,82.887
3121605,2009,7,21.081,75.677
3131703,2003,2,22.065,94.205
3133808,2005,2,20.484,94.366
3133808,2011,5,18.03,83.468
3136702,2007,5,19.966,87.831
3154606,2006,3,20.782,96.823
3167202,2011,10,20.856,81.669
3170107,2008,7,19.714,53.927
3200607,2004,4,-1032300282.255,91.175
3200607,2011,6,-1032300282.255,86.992
3200607,2012,12,-1031226088.413,92.008
3201308,2005,3,23.924,91.145
3205002,2013,10,-1031226088.413,87.427
3303906,2009,8,20.887,83.169
3304409,2009,10,20.423,96.718
3305752,2004,1,22.43,94.202
3306305,2009,3,21.897,96.911
3306305,2009,5,18.64,89.831
3501608,2006,8,20.154,65.484
3502804,2007,4,23.28,92.0
3517802,2005,1,24.508,95.847
3517802,2005,6,19.988,66.95
3517802,2005,9,23.997,51.842
3517802,2015,12,25.099,95.032
3522505,2006,1,23.071,94.992
3523701,2004,9,24.379,38.233
3523701,2006,9,23.327,46.108
3535309,2004,9,26.488,48.725
3535309,2007,11,23.837,89.808
3535309,2009,8,21.498,71.29
3538709,2005,9,21.526,71.4
3548500,2015,7,19.314,89.5
3550308,2007,5,18.881,87.185
3550308,2012,2,22.58,90.862
3552205,2007,7,16.823,76.677
3557105,2006,7,22.016,54.234
4104808,2005,5,18.954,87.645
4104808,2007,4,21.936,91.833
4105904,2006,5,18.544,77.282
4105904,2015,12,25.167,95.96
4106902,2010,3,21.75,95.024
4109401,2007,9,19.089,73.933
4112504,2005,7,16.019,81.427
4112504,2011,11,21.227,85.933
4113700,2013,12,22.454,95.524
4121257,2003,8,15.167,75.282
4204905,2005,10,19.802,97.589
4204905,2015,10,20.672,95.839
4312401,2005,8,16.575,89.935
4312401,2009,5,17.719,89.879
4312401,2010,6,15.029,90.908
4316600,2005,5,15.676,92.282
4318705,2014,8,15.903,86.427
4321402,2010,7,14.409,88.105
4321402,2015,1,24.072,92.605
5007901,2011,8,24.005,52.508
5008305,2012,12,25.388,90.218
5008305,2015,5,21.535,94.669
5100201,2007,11,25.236,91.1
5100201,2012,3,24.362,93.565
5100250,2010,5,23.975,93.395
5100250,2011,10,24.75,95.919
5100805,2003,9,27.677,65.667
5100805,2005,5,24.525,94.758
5100805,2011,11,24.892,98.108
5101852,2011,1,25.029,98.137
5101852,2013,11,25.398,97.45
5102504,2009,8,24.502,61.169
5102504,2014,10,29.301,80.435
5102702,2015,6,25.039,60.183
5103353,2004,8,29.866,29.677
5105150,2009,7,25.806,59.306
5105150,2009,11,25.472,98.158
5105150,2014,8,29.291,37.718
5105176,2005,2,25.148,98.018
5105259,2004,7,25.575,48.331
5106299,2009,2,24.186,99.116
5106299,2009,5,23.616,97.992
5106299,2013,9,28.288,74.792
5107305,2011,7,25.835,50.927
5107602,2007,8,25.252,42.379
5107909,2007,1,24.423,94.661
5107925,2011,6,24.948,60.1
5108402,2011,6,23.9,62.608
5108402,2013,2,25.438,94.589
5108501,2003,3,23.954,96.242
5208707,2012,4,22.587,94.533
5218904,2003,11,24.827,91.817
5218904,2004,9,28.136,27.45
5218904,2008,9,29.317,36.792
5218904,2010,1,24.35,94.887
5221858,2003,12,23.329,92.71
5221858,2012,8,22.745,47.702
5300108,2003,10,25.829,48.911
5300108,2009,2,22.789,96.446
1100023,2008,12,24.355,98.831
1100023,2013,7,23.713,79.718
1100023,2015,6,23.834,90.775
1100064,2009,9,25.244,91.933
1100064,2013,10,25.329,95.484
1100064,2014,3,24.732,100.355
1100098,2006,10,25.114,91.984
1100114,2009,2,25.123,99.42
1100122,2012,6,24.146,93.817
1100122,2013,10,25.288,98.524
1100304,2010,9,29.549,60.2
1100346,2006,9,27.012,57.567
1100601,2014,9,25.06,94.617
1100809,2013,11,26.144,100.542
1100809,2014,8,26.488,72.25
1100924,2006,12,25.265,96.613
1100924,2007,3,24.759,98.032
1101401,2011,10,25.105,97.113
1101708,2015,9,26.389,91.475
1200013,2004,9,27.539,70.483
1200203,2003,12,26.263,89.331
1200203,2004,12,26.351,90.758
1200203,2014,11,26.483,93.483
1200328,2006,10,27.755,95.79
1200328,2011,1,26.412,97.637
1200336,2012,10,26.256,88.484
1200393,2005,9,27.181,71.25
1200393,2011,3,26.043,95.185
1200393,2013,2,26.452,95.813
1200427,2004,6,24.532,83.958
1200609,2010,4,26.326,96.533
1200609,2012,8,26.927,81.177
1300029,2005,6,24.446,97.125
1300029,2011,10,25.11,94.815
1300102,2011,2,26.31,92.223
1300201,2003,1,26.684,98.097
1300300,2013,11,25.734,98.75
1300508,2004,3,25.508,102.105
1300508,2010,9,26.792,90.0
1300805,2003,8,25.73,91.903
1300839,2007,11,26.725,98.042
1300839,2013,4,26.727,97.65
1301209,2004,7,24.266,90.855
1301506,2006,3,24.182,96.242
1301704,2010,9,27.184,88.592
1301803,2003,7,23.004,84.298
1301803,2005,5,23.554,92.363
1301803,2013,6,23.953,92.0
1302207,2011,2,24.549,98.607
1302504,2008,2,24.744,95.767
1302603,2012,1,25.74,98.863
1302801,2009,4,24.988,98.967
1303106,2007,6,25.926,88.2
1303205,2004,12,26.87,97.427
1303304,2007,10,26.124,93.476
1303502,2014,8,24.689,90.113
1303502,2015,4,24.718,99.075
1303569,2004,7,25.056,93.218
1303569,2011,1,25.629,99.782
1303601,2003,4,25.205,97.408
1303908,2010,8,26.009,97.355
1304104,2010,5,25.337,98.395
1304104,2013,6,24.961,95.342
1304237,2009,1,26.081,95.532
1400027,2005,3,24.643,92.758
1400027,2008,9,23.234,95.383
1400100,2011,7,24.105,97.677
1400159,2006,3,25.091,91.403
1400175,2010,1,26.441,80.073
1400209,2003,2,24.91,87.545
1400282,2010,5,24.185,99.153
1400407,2006,11,24.463,90.042
1400456,2005,9,22.535,95.3
1400456,2007,3,24.903,87.766
1400456,2013,11,23.244,87.933
1400472,2005,10,24.883,96.339
1400472,2013,8,24.693,96.145
1400704,2008,3,24.87,82.637
1500305,2006,6,25.699,89.525
1500305,2009,2,25.643,97.304
1500602,2003,6,25.028,97.067
1500602,2013,7,24.926,96.403
1500859,2005,1,25.296,97.605
1501105,2003,9,25.648,95.667
1501105,2006,11,28.624,80.967
1501402,2010,6,26.454,97.917
1501402,2015,9,29.738,69.442
1501501,2007,4,26.094,99.608
1502103,2007,7,25.098,95.734
1502103,2012,12,25.522,95.895
1502202,2003,2,25.838,96.688
1502400,2011,4,26.002,99.658
1502707,2015,6,26.288,77.833
1503093,2010,1,25.146,100.056
1503093,2015,6,25.181,95.658
1503457,2004,7,24.452,96.258
1503606,2003,12,25.487,98.411
1503705,2012,1,24.835,98.895
1503754,2005,6,24.938,95.158
1503754,2011,12,25.398,98.008
1503754,2015,2,25.179,98.643
1504000,2006,2,25.959,98.446
1504000,2007,1,26.037,95.927
1504000,2012,8,26.129,91.242
1504422,2003,9,26.52,82.45
1505064,2003,4,25.463,98.183
1505205,2007,10,25.551,93.597
1505205,2015,1,25.313,96.565
1505486,2009,11,25.672,97.892
1505502,2008,3,25.274,99.331
1505536,2012,7,25.678,92.105
1505700,2008,1,25.448,99.282
1506138,2010,5,25.552,94.75
1506708,2003,11,25.276,93.85
1506708,2010,9,31.49,29.408
1506708,2014,1,24.219,97.677
1507300,2015,10,26.155,86.04
1507458,2003,6,25.43,66.4
1507458,2015,1,24.673,99.266
1507508,2004,12,25.268,101.581
1507508,2007,5,25.226,95.468
1507508,2009,7,25.042,89.879
1507953,2003,4,25.372,99.175
1507953,2011,7,25.054,93.774
1507953,2014,1,25.037,97.976
1508100,2004,8,25.172,74.726
1508100,2006,4,25.466,99.3
1508100,2012,1,25.071,98.895
1508100,2012,9,25.863,91.55
1508159,2011,1,25.17,99.774
1508159,2015,10,30.616,62.597
1508159,2015,12,28.275,79.952
1508308,2007,12,25.932,84.145
1508407,2012,9,26.894,64.8
1508407,2013,6,24.984,89.717
1600154,2005,4,24.958,99.85
1600279,2007,8,25.057,97.508
1600279,2012,12,26.594,85.315
1600279,2015,3,25.223,100.532
1702109,2008,4,24.669,97.383
1703206,2009,11,25.22,98.525
1703800,2004,4,25.322,99.242
1709500,2011,11,24.222,93.892
1709500,2012,7,25.905,45.54
2100055,2015,2,24.8,98.616
2101772,2011,7,25.922,81.54
2102150,2005,2,26.03,97.107
2102150,2007,4,25.686,97.5
2102705,2011,10,29.897,70.685
2103000,2007,12,25.836,89.46
2103174,2009,8,26.138,71.371
2104628,2006,6,25.026,69.142
2105302,2007,9,30.328,48.967
2105401,2006,6,25.632,79.925
2105450,2011,3,24.993,97.056
2105450,2011,6,26.17,80.283
2105476,2008,10,30.833,52.823
2106326,2003,7,24.73,74.935
2106326,2013,6,25.275,90.142
2106904,2003,1,26.017,92.153
2107605,2014,4,26.262,94.8
2108207,2007,12,25.486,96.21
2108207,2010,3,26.006,96.306
2108306,2007,8,28.606,62.194
2108603,2003,1,26.017,92.153
2108900,2003,4,25.521,97.592
2111300,2008,7,26.457,70.282
2111763,2004,2,23.996,97.198
2114007,2007,7,26.372,75.702
2114007,2011,7,25.922,81.54
2202000,2005,3,-1031226088.413,90.879
2203701,2007,2,25.991,96.098
2203701,2007,7,28.102,56.629
2211001,2007,8,29.847,48.137
2211001,2015,6,25.726,79.067
2304400,2005,7,-1031226088.413,82.395
2400208,2004,1,27.509,86.331
2400208,2004,8,27.467,76.532
2400208,2006,1,30.219,67.395
2400208,2013,12,30.201,67.54
2400208,2014,11,30.077,68.342
2408102,2005,10,27.168,81.685
2600054,2003,10,26.086,83.194
2600054,2013,10,26.065,84.371
2601102,2012,3,24.817,72.282
2604106,2013,9,24.95,88.992
2604106,2014,5,24.879,95.935
2609600,2003,10,26.086,83.194
2700300,2013,12,27.449,76.161
2700300,2015,11,28.332,69.3
2800308,2007,8,22.537,93.153
2920452,2005,4,23.96,84.367
2927408,2003,2,26.903,85.214
2929305,2013,5,23.979,89.831
2931301,2005,5,22.828,85.137
3102001,2013,9,21.383,63.358
3106705,2007,5,18.102,77.508
3106705,2012,11,21.21,94.4
3109006,2008,9,20.798,62.533
3109006,2010,5,18.375,84.331
3115300,2004,7,18.678,87.387
3115300,2005,5,20.748,89.484
3131307,2003,4,21.109,94.008
3136702,2006,6,19.34,84.433
3147402,2015,4,20.053,95.492
3151800,2011,7,17.545,70.79
3167202,2005,5,18.655,77.637
3170107,2008,5,19.991,82.677
3170107,2011,11,22.442,93.15
3200136,2012,6,21.898,91.692
3200607,2004,6,-1032300282.255,86.175
3201308,2009,1,23.807,94.016
3201308,2013,4,22.465,88.008
3204906,2013,8,-1031226088.413,86.96
3302502,2008,5,19.733,86.766
3304409,2008,2,20.801,94.483
3304557,2003,8,-1031226088.413,85.75
3304557,2006,1,-1031226088.413,91.581
3305752,2006,4,21.533,91.442
3305752,2014,12,23.138,91.992
3306305,2008,10,22.342,83.863
3502804,2010,1,24.805,96.065
3502804,2012,5,19.886,91.976
3516200,2005,12,20.758,95.032
3517802,2004,11,24.541,84.708
3523701,2003,6,18.77,63.842
3523701,2010,10,22.622,79.508
3525904,2005,8,20.171,60.613
3538709,2011,9,21.35,60.417
3550308,2010,11,20.985,95.008
3550308,2013,3,22.257,97.387
3557105,2007,12,24.723,92.645
4104808,2011,11,21.773,85.933
4106506,2005,1,21.795,95.952
4106506,2013,10,18.273,86.645
4106605,2006,8,19.486,64.79
4115200,2009,8,18.156,77.532
4121257,2009,7,14.885,94.629
4121257,2011,1,24.368,95.177
4204905,2010,2,24.07,93.83
4205407,2015,10,19.591,95.032
4304705,2006,10,18.655,93.718
4314902,2007,4,21.016,91.492
4318705,2014,7,15.165,88.524
4321402,2012,10,21.085,85.556
5002704,2006,3,24.325,95.234
5002704,2007,10,28.089,64.847
5007901,2008,8,24.961,47.065
5100201,2012,5,23.326,88.492
5100201,2014,5,23.737,85.669
5100250,2007,4,24.162,96.358
5100250,2009,11,24.789,97.15
5101852,2015,10,30.749,65.355
5102504,2013,9,28.711,49.85
5102504,2014,11,25.995,96.017
5103304,2013,9,26.126,76.717
5103353,2004,9,30.696,35.4
5105150,2007,9,30.184,38.0
5106158,2015,1,24.7,97.976
5106299,2013,10,24.884,95.5
5107305,2003,5,23.849,89.113
5107602,2006,9,28.123,42.667
5107602,2010,2,24.905,94.214
5108907,2007,10,26.408,81.476
5108907,2008,4,23.34,97.833
5108907,2011,9,30.613,49.467
5204508,2010,7,22.308,60.371
5208707,2006,4,21.972,93.75
5208707,2010,3,22.956,95.444
5218003,2014,12,23.223,95.605
5221858,2012,1,22.117,97.573
1100023,2003,11,24.848,98.458
1100023,2005,1,24.749,98.927
1100106,2012,5,23.897,96.403
1100130,2008,6,25.191,88.3
1100130,2011,9,26.353,89.958
1100130,2013,1,26.072,100.306
1100130,2015,10,26.742,96.452
1100205,2006,3,26.142,97.968
1100205,2011,9,26.633,85.458
1100205,2013,6,25.794,95.767
1100288,2010,10,25.776,78.468
1100338,2011,9,25.593,85.458
1100809,2014,2,26.138,101.08
1100924,2009,3,24.975,98.258
1100940,2008,7,26.823,67.508
1200013,2008,1,25.212,96.419
1200013,2015,2,25.413,97.866
1200336,2005,8,27.34,64.685
1200336,2014,8,25.637,84.75
1200351,2003,7,24.753,96.484
1200351,2011,11,26.326,98.142
1200401,2004,11,27.323,85.2
1200427,2008,5,25.056,92.21
1200450,2009,1,25.008,96.968
1200450,2011,10,26.368,88.548
1300029,2008,12,24.722,97.871
1300102,2008,5,26.328,90.516
1300102,2012,12,26.699,90.508
1300144,2006,5,24.574,97.379
1300144,2009,3,24.966,99.065
1300201,2015,5,26.298,100.806
1300409,2013,3,26.181,96.258
1300508,2005,12,25.723,98.419
1300508,2009,9,26.628,87.892
1300508,2011,4,25.626,99.983
1300607,2015,1,26.088,100.952
1300805,2004,2,24.751,95.457
1300805,2011,12,26.258,96.589
1300839,2012,7,26.136,93.403
1301001,2007,6,26.579,82.617
1301100,2008,12,25.849,97.653
1301654,2004,10,27.993,76.968
1301704,2012,9,26.729,87.05
1301803,2003,8,23.981,74.718
1302207,2009,2,24.428,99.652
1302306,2004,6,25.021,92.825
1302306,2009,9,26.438,92.033
1302306,2009,12,26.592,95.331
1302405,2005,12,26.405,95.581
1302405,2011,1,26.477,94.952
1302504,2014,1,25.741,98.629
1302603,2013,8,25.788,92.282
1302702,2006,5,24.989,98.492
1302801,2005,3,25.307,98.46
1302801,2013,12,25.265,97.242
1303106,2004,3,25.796,98.887
1303106,2008,7,25.837,87.395
1303205,2004,2,25.237,97.284
1303205,2009,9,26.878,90.6
1303569,2008,1,25.43,99.492
1303908,2007,10,26.42,97.056
1303908,2014,4,26.462,99.583
1304062,2003,12,26.306,95.145
1304104,2008,10,25.561,95.694
1304203,2004,5,24.263,100.065
1304203,2011,12,25.027,97.21
1304203,2014,8,24.502,95.339
1304203,2015,4,24.939,98.233
1304237,2004,4,26.378,95.55
1304237,2015,10,27.305,92.847
1304260,2012,4,24.819,98.283
1400050,2015,4,24.442,92.05
1400159,2009,6,24.385,98.225
1400407,2014,6,23.853,99.267
1400456,2013,10,23.39,85.661
1400506,2015,9,25.126,93.083
1500701,2008,1,25.208,96.129
1500859,2004,4,25.78,99.392
1501105,2004,3,25.746,101.25
1501105,2007,7,25.709,95.734
1501105,2014,9,27.844,81.242
1501402,2015,7,26.085,98.597
1501501,2009,7,25.883,97.242
1501709,2008,1,25.742,92.435
1501725,2004,9,25.035,97.425
1501725,2015,5,25.742,98.21
1501782,2011,4,25.532,99.383
1502202,2012,3,25.812,91.694
1502400,2005,5,26.141,99.339
1502400,2012,4,26.045,99.542
1502509,2011,10,26.837,82.839
1502509,2015,10,31.144,69.79
1502707,2015,1,24.531,99.847
1502772,2003,12,24.839,98.556
1502772,2005,5,25.017,95.742
1502772,2012,7,25.855,92.105
1502806,2011,6,25.973,95.0
1503705,2010,11,25.475,100.758
1503754,2012,4,25.29,98.3
1503804,2009,1,25.006,99.46
1504000,2004,11,28.158,89.533
1504000,2007,5,26.252,97.806
1504505,2014,4,25.901,99.458
1505031,2004,9,26.767,77.392
1505031,2005,3,25.378,98.653
1505031,2010,11,25.616,98.842
1505064,2006,11,25.851,98.317
1505486,2013,7,24.978,96.403
1505809,2006,3,25.62,99.242
1506005,2011,8,25.074,95.137
1506005,2011,9,25.568,95.425
1506138,2005,10,27.917,80.016
1506807,2012,10,26.088,89.677
1507102,2011,8,25.967,87.274
1507458,2013,2,25.294,97.938
1507508,2008,11,25.173,99.958
1508001,2012,7,24.964,99.774
1508159,2013,1,26.032,97.169
1508308,2014,10,29.024,80.669
1508407,2012,2,23.696,95.647
1600279,2008,7,24.881,97.653
1600535,2013,1,25.938,95.944
1600535,2015,1,25.801,97.774
1600808,2010,12,25.028,98.29
1702208,2008,11,25.173,98.408
1702208,2014,6,25.197,92.342
1703206,2007,4,25.051,97.092
1703206,2007,11,25.441,96.483
1703206,2008,3,24.442,99.831
1705508,2003,10,29.146,53.677
2100055,2003,1,24.692,98.347
2101251,2014,8,27.434,73.903
2101251,2015,6,26.12,88.267
2101772,2007,4,26.438,93.375
2101970,2006,5,26.016,98.613
2101970,2014,8,26.35,94.532
2102150,2008,11,28.013,77.725
2102705,2007,12,25.999,89.742
2103208,2005,8,30.069,67.024
2103604,2012,8,27.651,50.774
2103604,2013,3,25.909,97.621
2104628,2008,11,28.013,77.725
2105005,2015,9,30.017,72.817
2105104,2015,6,26.361,88.267
2105302,2003,5,24.603,96.008
2105302,2009,6,24.356,93.192
2105401,2012,8,27.299,69.444
2106326,2003,3,25.265,95.226
2106326,2008,12,25.57,85.734
2106326,2011,10,27.691,70.685
2106904,2013,4,26.546,93.542
2107407,2004,8,28.375,50.976
2108306,2008,10,30.855,66.218
2108900,2005,9,31.616,42.408
2109601,2008,9,30.669,66.158
2109601,2014,2,25.991,94.714
2111300,2011,9,29.567,69.675
2111300,2011,10,29.897,70.685
2111763,2005,10,29.291,66.54
2112209,2010,10,31.898,54.992
2112308,2003,7,25.894,59.452
2112506,2004,7,26.461,81.226
2112506,2005,1,27.671,82.927
2113009,2009,8,28.392,56.718
2114007,2007,3,26.213,92.677
2114007,2011,11,27.285,82.05
2202000,2015,2,-1034678854.334,91.268
2208403,2006,12,27.946,81.75
2208403,2013,4,25.541,96.158
2304400,2008,8,-1031226088.413,83.685
2408102,2006,4,25.475,87.108
2408102,2007,4,25.252,89.058
2414100,2009,3,24.279,96.508
2504009,2005,2,28.579,78.25
2601102,2003,3,24.599,82.29
2700300,2007,1,28.507,72.952
2917201,2005,12,24.422,79.903
2917201,2015,3,24.231,83.403
2920452,2007,6,24.097,55.8
3102605,2010,3,21.122,97.516
3105608,2013,3,23.162,97.113
3106705,2003,11,20.338,95.475
3106705,2005,8,20.72,50.298
3108909,2012,6,18.461,89.5
3109006,2005,11,20.053,98.025
3109006,2012,4,20.007,94.617
3131703,2003,7,18.424,77.113
3131703,2005,5,19.779,85.911
3131703,2006,9,21.976,71.933
3147402,2003,9,22.104,63.392
3147402,2010,10,21.86,80.0
3170404,2010,7,21.954,60.371
3170404,2011,11,21.788,96.608
3200607,2003,6,-1032300282.255,81.533
3201308,2003,11,23.106,87.633
3205002,2008,1,-1031226088.413,91.444
3302502,2015,8,21.898,80.121
3303906,2003,10,21.618,87.823
3304409,2005,4,20.621,95.458
3304409,2012,5,17.615,91.169
3306305,2014,11,20.952,91.483
3306305,2015,9,23.35,69.908
3501608,2005,7,16.895,75.145
3501608,2008,11,20.251,95.133
3520509,2012,2,22.58,90.862
3522505,2011,9,19.462,60.417
3523701,2013,10,21.203,82.492
3529005,2011,10,24.685,79.331
3549102,2011,5,17.523,87.363
3552205,2015,2,23.276,97.045
3555406,2003,7,-1031226088.413,75.395
3557105,2009,10,25.096,89.855
4104808,2010,9,20.731,73.833
4105904,2006,8,22.186,52.444
4106506,2007,1,21.899,96.54
4106605,2008,5,16.981,86.903
4106902,2009,11,23.019,94.958
4108304,2011,1,24.368,95.177
4115200,2007,8,19.376,60.395
4121257,2006,10,22.104,94.46
4121257,2014,2,24.37,91.188
4204905,2004,3,21.728,95.411
4204905,2012,10,21.085,89.194
4205407,2007,9,18.917,92.8
4205407,2014,9,18.68,95.283
4210100,2013,7,12.87,85.444
4304705,2008,3,19.46,94.202
4310108,2003,4,19.229,91.042
4312401,2006,5,15.216,92.71
4314803,2003,3,22.356,92.573
4314803,2004,7,14.707,89.766
4314803,2007,9,18.35,91.417
4321402,2014,2,24.185,87.643
4321402,2014,6,15.636,94.7
5002704,2003,3,24.207,93.879
5008305,2012,3,23.681,93.032
5100201,2013,2,24.865,94.67
5100250,2008,8,30.24,31.532
5100250,2009,4,24.07,98.833
5101852,2004,8,27.482,30.21
5102504,2010,3,26.064,96.637
5102637,2004,2,23.617,95.784
5102637,2009,4,24.569,98.642
5102702,2005,8,27.529,30.121
5102702,2011,6,24.479,60.933
5103353,2003,5,24.478,91.331
5104542,2013,9,29.018,59.125
5107305,2015,8,28.593,39.121
5107909,2011,2,23.7,97.527
5107925,2004,10,27.11,69.323
5107958,2007,1,25.472,94.508
5107958,2010,3,25.496,96.637
5107958,2013,10,26.127,85.161
5107958,2014,9,28.328,63.233
5108055,2005,11,24.941,96.35
5108402,2010,11,25.112,96.417
5208707,2011,2,22.81,95.598
5208707,2012,2,21.212,91.069
5208707,2014,1,22.442,92.468
